Order ID,Customer ID,Product ID,Date,Original Price,Discount%,Price after discount
OD0529,C014,P0441,24-05-2022,564,30%,395
OD0530,C015,P0442,10-09-2022,634,30%,444
OD0531,C016,P0443,23-07-2021,236,30%,165
OD0532,C017,P0444,21-08-2022,2245,35%,1459
OD0533,C018,P0445,04-06-2021,2235,35%,1453
OD0534,C019,P0446,07-11-2021,2145,35%,1394
OD0535,C020,P0447,28-09-2021,2145,35%,1394
OD0536,C021,P0448,19-02-2022,2356,35%,1531
OD0537,C022,P0449,02-07-2021,2245,35%,1459
OD0538,C023,P0450,21-01-2022,2451,40%,1471
OD0539,C024,P0451,14-07-2022,2145,40%,1287
OD0540,C025,P0452,28-07-2022,2245,15%,1908
OD0541,C026,P0453,31-01-2022,2698,15%,2293
OD0542,C027,P0454,04-08-2022,1215,15%,1033
OD0543,C028,P0455,14-12-2021,2245,35%,1459
OD0544,C029,P0456,17-10-2022,1245,35%,809
OD0545,C030,P0457,10-08-2021,3456,35%,2246
OD0546,C031,P0458,12-04-2022,3654,35%,2375
OD0547,C032,P0459,15-07-2021,4563,55%,2053
OD0548,C033,P0460,02-02-2021,3214,55%,1446
OD0549,C034,P0461,19-01-2021,4123,55%,1855
OD0550,C035,P0462,24-03-2023,3214,55%,1446
OD0551,C036,P0462,08-12-2022,654,50%,327
OD0552,C037,P0462,05-10-2022,654,50%,327
OD0553,C038,P0462,06-08-2021,654,50%,327
OD0554,C039,P0462,09-02-2021,356,50%,178
OD0555,C040,P0463,08-01-2023,686,50%,343
OD0556,C041,P0464,15-12-2021,456,30%,319
OD0557,C042,P0465,20-09-2021,516,32%,351
OD0558,C043,P0466,04-06-2021,355,25%,266
OD0559,C044,P0467,09-04-2021,465,45%,256
OD0560,C045,P0468,14-10-2022,965,15%,820
OD0561,C046,P0469,14-09-2021,1158,33%,776
OD0562,C047,P0470,02-11-2022,264,42%,153
OD0563,C048,P0471,25-06-2022,433,42%,251
OD0564,C049,P0472,16-01-2023,562,39%,343
OD0565,C050,P0473,12-12-2021,423,39%,258
OD0566,C051,P0474,09-09-2022,621,39%,379
OD0567,C052,P0475,25-08-2021,333,39%,203
OD0568,C053,P0476,01-02-2023,236,30%,165
OD0569,C054,P0477,22-10-2021,456,30%,319
OD0570,C055,P0478,16-03-2023,963,30%,674
OD0571,C056,P0479,25-11-2021,234,25%,176
OD0572,C057,P0480,17-06-2022,456,25%,342
OD0573,C058,P0480,26-02-2021,564,30%,395
OD0574,C059,P0480,21-10-2022,634,30%,444
OD0575,C060,P0480,27-09-2021,236,30%,165
OD0576,C061,P0480,02-04-2022,444,40%,266
OD0577,C062,P0481,08-01-2023,456,40%,274
OD0578,C063,P0482,29-07-2021,963,40%,578
OD0579,C064,P0483,02-02-2022,456,40%,274
OD0580,C065,P0484,28-07-2021,1189,40%,713
OD0581,C066,P0485,08-10-2021,1298,40%,779
OD0582,C067,P0486,11-01-2021,1456,45%,801
OD0583,C068,P0487,01-12-2022,1478,45%,813
OD0584,C069,P0488,29-03-2023,256,45%,141
OD0585,C070,P0489,29-07-2022,2698,47%,1430
OD0586,C071,P0490,14-07-2022,2364,47%,1253
OD0587,C072,P0491,05-03-2023,1236,46%,667
OD0588,C073,P0492,12-01-2023,756,46%,408
OD0589,C074,P0493,15-09-2022,326,46%,176
OD0590,C075,P0494,25-12-2022,453,30%,317
OD0591,C076,P0495,26-02-2023,326,30%,228
OD0592,C077,P0496,11-10-2021,456,30%,319
OD0593,C078,P0497,16-09-2022,456,30%,319
OD0594,C079,P0497,07-11-2022,456,30%,319
OD0595,C080,P0497,29-12-2022,456,35%,296
OD0596,C081,P0497,16-12-2022,236,35%,153
OD0597,C082,P0497,26-06-2022,996,35%,647
OD0598,C083,P0497,22-02-2021,654,35%,425
OD0599,C084,P0497,04-03-2022,456,35%,296
OD0600,C085,P0498,13-04-2021,785,35%,510
OD0601,C086,P0499,08-09-2021,365,40%,219
OD0602,C087,P0500,15-07-2021,965,40%,579
OD0603,C088,P0501,14-03-2023,444,15%,377
OD0604,C089,P0502,17-08-2021,569,15%,484
OD0605,C090,P0503,29-04-2022,475,15%,404
OD0606,C091,P0504,04-09-2021,598,35%,389
OD0607,C092,P0505,08-09-2021,536,35%,348
OD0608,C093,P0506,10-03-2022,256,35%,166
OD0609,C094,P0507,30-01-2021,456,35%,296
OD0610,C095,P0508,03-11-2021,456,55%,205
OD0611,C096,P0509,10-02-2022,745,55%,335
OD0612,C097,P0510,01-10-2021,356,55%,160
OD0613,C098,P0511,08-06-2022,1189,55%,535
OD0614,C099,P0512,30-11-2022,426,50%,213
OD0615,C100,P0513,01-10-2021,1126,50%,563
OD0616,C001,P0514,05-06-2021,1145,50%,573
OD0617,C002,P0515,10-09-2021,1235,50%,618
OD0618,C003,P0516,21-10-2021,1564,50%,782
OD0619,C004,P0517,23-01-2022,654,30%,458
OD0620,C005,P0518,21-11-2022,854,32%,581
OD0621,C006,P0519,19-07-2022,475,25%,356
OD0622,C007,P0520,04-08-2021,475,45%,261
OD0623,C008,P0521,09-02-2023,475,15%,404
OD0624,C009,P0522,21-08-2022,475,33%,318
OD0625,C010,P0523,30-03-2023,475,42%,276
OD0626,C011,P0523,27-06-2022,475,42%,276
OD0627,C012,P0523,30-07-2022,475,39%,290
OD0628,C013,P0523,20-07-2022,475,39%,290
OD0629,C014,P0523,15-12-2021,564,39%,344
OD0630,C015,P0524,24-03-2022,478,39%,292
OD0631,C016,P0525,21-03-2023,1264,30%,885
OD0632,C017,P0526,25-06-2022,458,30%,321
OD0633,C018,P0527,23-03-2023,899,30%,629
OD0634,C019,P0528,23-03-2023,859,30%,601
OD0635,C020,P0529,14-11-2021,758,30%,531
OD0636,C021,P0530,16-03-2022,2354,30%,1648
OD0637,C022,P0531,31-05-2021,2344,30%,1641
OD0638,C023,P0532,25-02-2022,2453,30%,1717
OD0639,C024,P0533,03-12-2022,2154,30%,1508
OD0640,C025,P0534,26-12-2021,896,30%,627
OD0641,C026,P0535,14-01-2021,756,30%,529
OD0642,C027,P0536,21-11-2021,236,30%,165
OD0643,C028,P0537,26-03-2021,475,30%,333
OD0644,C029,P0538,29-03-2023,589,30%,412
OD0645,C030,P0539,31-07-2022,365,30%,256
OD0646,C031,P0540,02-04-2021,1233,30%,863
OD0647,C032,P0541,29-10-2022,1233,30%,863
OD0648,C033,P0542,03-06-2021,1233,30%,863
OD0649,C034,P0543,15-06-2021,1233,30%,863
OD0650,C035,P0544,29-08-2022,1233,30%,863
OD0651,C036,P0545,27-12-2022,1233,30%,863
OD0652,C037,P0546,18-11-2021,456,30%,319
OD0653,C038,P0547,18-12-2022,456,30%,319
OD0654,C039,P0548,25-09-2022,456,30%,319
OD0655,C040,P0549,29-09-2022,456,30%,319
OD0656,C041,P0550,15-05-2022,786,30%,550
OD0657,C042,P0551,09-04-2022,786,30%,550
OD0658,C043,P0552,26-05-2021,786,30%,550
OD0659,C044,P0553,31-01-2021,786,30%,550
OD0660,C045,P0554,13-10-2022,786,30%,550
OD0661,C046,P0555,13-12-2021,786,30%,550
OD0662,C047,P0556,23-03-2022,569,30%,398
OD0663,C048,P0557,13-06-2022,569,30%,398
OD0664,C049,P0557,13-09-2021,569,30%,398
OD0665,C050,P0557,25-11-2022,569,30%,398
OD0666,C051,P0557,21-04-2022,569,30%,398
OD0667,C052,P0557,01-05-2021,569,30%,398
OD0668,C053,P0557,24-01-2021,569,30%,398
OD0669,C054,P0557,13-03-2023,569,30%,398
OD0670,C055,P0558,16-01-2023,349,30%,244
OD0671,C056,P0559,18-04-2022,350,30%,245
OD0672,C057,P0560,28-03-2021,351,30%,246
OD0673,C058,P0561,21-01-2022,352,30%,246
OD0674,C059,P0562,10-07-2022,353,30%,247
OD0675,C060,P0563,12-01-2021,354,30%,248
OD0676,C061,P0564,08-11-2022,355,30%,249
OD0677,C062,P0565,15-08-2022,356,30%,249
OD0678,C063,P0566,04-08-2021,999,30%,699
OD0679,C064,P0567,05-07-2021,555,30%,389
OD0680,C065,P0568,14-12-2022,555,30%,389
OD0681,C066,P0569,24-01-2022,555,30%,389
OD0682,C067,P0570,04-11-2022,555,30%,389
OD0683,C068,P0571,28-07-2022,1025,30%,718
OD0684,C069,P0572,19-12-2022,1025,30%,718
OD0685,C070,P0573,03-02-2023,1025,30%,718
OD0686,C071,P0574,22-03-2023,555,30%,389
OD0687,C072,P0575,05-03-2023,599,30%,419
OD0688,C073,P0576,15-02-2022,555,30%,389
OD0689,C074,P0577,19-12-2021,555,30%,389
OD0690,C075,P0578,01-09-2021,565,30%,396
OD0691,C076,P0579,25-01-2021,555,30%,389
OD0692,C077,P0580,25-01-2022,999,30%,699
OD0693,C078,P0581,01-03-2021,999,30%,699
OD0694,C079,P0581,21-04-2022,999,30%,699
OD0695,C080,P0581,11-02-2023,999,30%,699
OD0696,C081,P0581,21-10-2022,1119,30%,783
OD0697,C082,P0581,31-08-2022,1119,30%,783
OD0698,C083,P0582,08-12-2021,1119,30%,783
OD0699,C084,P0583,12-05-2022,1119,30%,783
OD0700,C085,P0584,15-06-2022,985,30%,690
OD0701,C086,P0585,26-04-2021,985,30%,690
OD0702,C087,P0586,27-05-2021,985,30%,690
OD0703,C088,P0587,22-08-2022,985,30%,690
OD0704,C089,P0588,10-05-2021,985,30%,690
OD0705,C090,P0589,29-01-2022,369,30%,258
OD0706,C091,P0590,23-08-2022,399,30%,279
OD0707,C092,P0591,28-06-2021,399,30%,279
OD0708,C093,P0592,19-10-2021,399,30%,279
OD0709,C094,P0593,28-06-2022,399,30%,279
OD0710,C095,P0594,03-05-2022,555,30%,389
OD0711,C096,P0595,20-02-2021,555,30%,389
OD0712,C097,P0596,29-05-2021,555,30%,389
OD0713,C098,P0596,15-05-2022,555,30%,389
OD0714,C099,P0596,24-02-2021,675,30%,473
OD0715,C100,P0596,12-07-2022,675,30%,473
OD0716,C001,P0596,21-06-2022,675,30%,473
OD0717,C002,P0597,01-01-2023,654,30%,458
OD0718,C003,P0598,26-01-2023,654,30%,458
OD0719,C004,P0599,12-08-2021,654,30%,458
OD0720,C005,P0600,10-05-2021,654,30%,458
OD0721,C006,P0601,29-01-2022,356,30%,249
OD0722,C007,P0602,08-09-2022,686,30%,480
OD0723,C008,P0603,17-10-2021,456,30%,319
OD0724,C009,P0604,17-12-2022,516,30%,361
OD0725,C010,P0605,14-12-2021,355,30%,249
OD0726,C011,P0606,20-07-2022,465,30%,326
OD0727,C012,P0607,14-03-2021,965,30%,676
OD0728,C013,P0608,22-12-2021,1158,30%,811
OD0729,C014,P0609,06-01-2022,264,30%,185
OD0730,C015,P0610,27-06-2022,433,30%,303
OD0731,C016,P0611,27-09-2021,562,30%,393
OD0732,C017,P0612,21-01-2023,423,30%,296
OD0733,C018,P0613,20-01-2021,621,30%,435
OD0734,C019,P0614,28-08-2021,333,30%,233
OD0735,C020,P0615,18-07-2022,236,30%,165
OD0736,C021,P0616,27-08-2022,456,30%,319
OD0737,C022,P0617,30-01-2021,963,30%,674
OD0738,C023,P0618,09-01-2023,234,30%,164
OD0739,C024,P0619,01-06-2021,456,30%,319
OD0740,C025,P0620,01-08-2021,564,30%,395
OD0741,C026,P0621,28-01-2021,634,30%,444
OD0742,C027,P0622,05-08-2022,236,30%,165
OD0743,C028,P0623,13-09-2021,444,30%,311
OD0744,C029,P0624,07-10-2021,456,30%,319
OD0745,C030,P0625,06-02-2022,963,30%,674
OD0746,C031,P0626,18-04-2021,456,30%,319
OD0747,C032,P0627,03-07-2021,1189,30%,832
OD0748,C033,P0628,28-03-2021,1298,30%,909
OD0749,C034,P0628,04-01-2023,1456,30%,1019
OD0750,C035,P0628,20-03-2022,1478,30%,1035
OD0751,C036,P0628,12-02-2023,256,30%,179
OD0752,C037,P0629,02-08-2022,2698,30%,1889
OD0753,C038,P0630,21-07-2021,2364,30%,1655
OD0754,C039,P0631,23-07-2021,1236,30%,865
OD0755,C040,P0632,31-10-2021,756,30%,529
OD0756,C041,P0633,09-03-2021,326,30%,228
OD0757,C042,P0634,27-12-2022,453,30%,317
OD0758,C043,P0635,16-03-2022,326,30%,228
OD0759,C044,P0636,21-02-2022,456,30%,319
OD0760,C045,P0637,05-03-2022,675,30%,473
OD0761,C046,P0638,17-01-2022,654,30%,458
OD0762,C047,P0639,26-04-2022,654,30%,458
OD0763,C048,P0640,10-04-2022,654,30%,458
OD0764,C049,P0641,27-05-2021,654,30%,458
OD0765,C050,P0642,25-04-2022,356,30%,249
OD0766,C051,P0643,11-01-2023,686,30%,480
OD0767,C052,P0643,22-02-2021,456,30%,319
OD0768,C053,P0643,11-06-2021,516,30%,361
OD0769,C054,P0643,19-08-2021,355,30%,249
OD0770,C055,P0643,16-08-2022,465,30%,326
OD0771,C056,P0644,17-10-2022,965,30%,676
OD0772,C057,P0645,02-04-2022,1158,30%,811
OD0773,C058,P0646,17-06-2021,264,30%,185
OD0774,C059,P0647,30-11-2022,433,30%,303
OD0775,C060,P0648,16-07-2021,562,30%,393
OD0776,C061,P0649,20-01-2022,423,30%,296
OD0777,C062,P0650,14-11-2022,621,30%,435
OD0778,C063,P0651,21-01-2022,333,30%,233
OD0779,C064,P0652,03-03-2022,236,30%,165
OD0780,C065,P0653,19-05-2021,456,30%,319
OD0781,C066,P0654,24-05-2022,963,30%,674
OD0782,C067,P0655,27-05-2021,234,30%,164
OD0783,C068,P0656,16-04-2022,456,30%,319
OD0784,C069,P0657,22-09-2021,564,30%,395
OD0785,C070,P0658,05-06-2021,634,30%,444
OD0786,C071,P0659,15-10-2021,236,30%,165
OD0787,C072,P0660,13-06-2021,444,30%,311
OD0788,C073,P0661,23-03-2021,456,30%,319
OD0789,C074,P0662,30-09-2022,963,30%,674
OD0790,C075,P0663,09-12-2021,456,30%,319
OD0791,C076,P0664,18-05-2022,1189,30%,832
OD0792,C077,P0665,16-03-2021,1298,30%,909
OD0793,C078,P0666,28-01-2022,1456,30%,1019
OD0794,C079,P0667,22-06-2022,1478,30%,1035
OD0795,C080,P0668,23-01-2023,256,30%,179
OD0796,C081,P0669,01-12-2021,2698,30%,1889
OD0797,C082,P0670,07-01-2022,2364,30%,1655
OD0798,C083,P0671,04-11-2021,1236,30%,865
OD0799,C084,P0672,24-06-2021,756,30%,529
OD0800,C085,P0673,29-08-2021,326,30%,228
OD0801,C086,P0674,18-04-2021,453,30%,317
OD0802,C087,P0675,29-08-2021,326,30%,228
OD0803,C088,P0676,21-10-2021,456,30%,319
OD0804,C089,P0677,23-09-2022,675,30%,473
OD0805,C090,P0678,21-03-2023,654,30%,458
OD0806,C091,P0679,30-09-2021,654,30%,458
OD0807,C092,P0680,06-08-2021,654,30%,458
OD0808,C093,P0681,14-03-2021,654,30%,458
OD0809,C094,P0682,20-08-2021,356,30%,249
OD0810,C095,P0683,26-05-2021,686,30%,480
OD0811,C096,P0684,15-03-2022,456,30%,319
OD0812,C097,P0685,02-11-2021,516,30%,361
OD0813,C098,P0686,24-01-2021,355,30%,249
OD0814,C099,P0686,20-12-2021,465,30%,326
OD0815,C100,P0686,08-01-2023,965,30%,676
OD0816,C001,P0686,06-08-2021,1158,30%,811
OD0817,C002,P0686,24-07-2021,264,30%,185
OD0818,C003,P0686,16-11-2021,433,30%,303
OD0819,C004,P0687,02-03-2021,562,30%,393
OD0820,C005,P0688,20-07-2021,423,30%,296
OD0821,C006,P0689,07-10-2022,621,30%,435
OD0822,C007,P0690,22-06-2022,333,30%,233
OD0823,C008,P0691,24-09-2022,236,30%,165
OD0824,C009,P0692,17-09-2022,456,30%,319
OD0825,C010,P0693,16-02-2023,963,30%,674
OD0826,C011,P0694,30-08-2021,234,30%,164
OD0827,C012,P0695,08-11-2022,456,30%,319
OD0828,C013,P0696,21-05-2021,564,30%,395
OD0829,C014,P0697,04-03-2021,634,30%,444
OD0830,C015,P0698,22-03-2022,236,30%,165
OD0831,C016,P0699,21-08-2021,444,30%,311
OD0832,C017,P0700,19-01-2021,456,30%,319
OD0833,C018,P0701,16-01-2022,963,30%,674
OD0834,C019,P0702,05-03-2022,456,30%,319
OD0835,C020,P0703,18-08-2022,1189,30%,832
OD0836,C021,P0704,26-11-2021,1298,30%,909
OD0837,C022,P0705,27-01-2021,1456,30%,1019
OD0838,C023,P0706,30-09-2021,1478,30%,1035
OD0839,C024,P0707,13-07-2022,256,30%,179
OD0840,C025,P0708,14-01-2023,2698,30%,1889
OD0841,C026,P0709,10-02-2023,2364,30%,1655
OD0842,C027,P0710,23-09-2022,1236,30%,865
OD0843,C028,P0711,22-04-2021,756,30%,529
OD0844,C029,P0712,25-12-2021,326,30%,228
OD0845,C030,P0713,21-03-2022,453,30%,317
OD0846,C031,P0714,27-07-2022,326,30%,228
OD0847,C032,P0715,09-03-2023,456,30%,319
OD0848,C033,P0716,26-06-2021,456,30%,319
OD0849,C034,P0717,27-09-2022,456,30%,319
OD0850,C035,P0718,29-01-2023,456,30%,319
OD0851,C036,P0719,08-09-2022,236,30%,165
OD0852,C037,P0720,27-03-2022,996,30%,697
OD0853,C038,P0721,06-12-2022,654,30%,458
OD0854,C039,P0722,27-06-2021,456,30%,319
OD0855,C040,P0722,09-05-2022,785,30%,550
OD0856,C041,P0722,11-08-2022,365,25%,274
OD0857,C042,P0722,01-11-2021,965,25%,724
OD0858,C043,P0722,07-05-2021,444,30%,311
OD0859,C044,P0723,16-01-2021,569,30%,398
OD0860,C045,P0724,04-01-2021,475,30%,333
OD0861,C046,P0725,09-01-2022,598,40%,359
OD0862,C047,P0726,25-11-2022,536,40%,322
OD0863,C048,P0727,07-12-2021,256,40%,154
OD0864,C049,P0728,25-02-2023,456,40%,274
OD0865,C050,P0729,04-04-2022,456,40%,274
OD0866,C051,P0730,23-10-2022,745,40%,447
OD0867,C052,P0731,16-07-2022,356,45%,196
OD0868,C053,P0732,04-08-2022,1189,45%,654
OD0869,C054,P0733,15-01-2021,426,45%,234
OD0870,C055,P0734,05-01-2021,1126,47%,597
OD0871,C056,P0735,28-12-2022,1145,47%,607
OD0872,C057,P0736,01-09-2022,1235,46%,667
OD0873,C058,P0737,27-07-2021,1564,46%,845
OD0874,C059,P0738,01-09-2021,654,46%,353
OD0875,C060,P0739,18-08-2021,854,30%,598
OD0876,C061,P0740,06-07-2021,475,30%,333
OD0877,C062,P0741,19-05-2021,349,30%,244
OD0878,C063,P0742,24-01-2023,350,30%,245
OD0879,C064,P0743,08-04-2021,351,30%,246
OD0880,C065,P0744,08-08-2022,352,35%,229
OD0881,C066,P0745,17-11-2021,353,35%,229
OD0882,C067,P0746,19-02-2023,354,35%,230
OD0883,C068,P0747,25-04-2022,355,35%,231
OD0884,C069,P0748,17-02-2021,356,35%,231
OD0885,C070,P0749,10-11-2021,999,35%,649
OD0886,C071,P0750,05-03-2023,555,40%,333
OD0887,C072,P0751,02-04-2021,555,40%,333
OD0888,C073,P0752,11-12-2022,555,15%,472
OD0889,C074,P0753,05-06-2021,555,15%,472
OD0890,C075,P0754,08-07-2021,1025,15%,871
OD0891,C076,P0754,14-02-2021,1025,35%,666
OD0892,C077,P0754,16-06-2022,1025,35%,666
OD0893,C078,P0754,22-03-2022,555,35%,361
OD0894,C079,P0754,14-05-2022,599,35%,389
OD0895,C080,P0754,29-05-2021,555,55%,250
OD0896,C081,P0754,15-02-2023,555,55%,250
OD0897,C082,P0754,07-10-2021,565,55%,254
OD0898,C083,P0755,30-04-2021,555,55%,250
OD0899,C084,P0756,14-05-2021,999,50%,500
OD0900,C085,P0757,13-12-2021,999,50%,500
OD0901,C086,P0758,21-09-2021,999,50%,500
OD0902,C087,P0759,20-10-2021,999,50%,500
OD0903,C088,P0760,14-01-2021,1119,50%,560
OD0904,C089,P0761,27-08-2021,1119,30%,783
OD0905,C090,P0762,04-01-2022,1119,32%,761
OD0906,C091,P0763,05-08-2022,1119,25%,839
OD0907,C092,P0764,12-07-2022,2234,45%,1229
OD0908,C093,P0765,24-03-2022,2345,15%,1993
OD0909,C094,P0766,12-10-2021,2245,33%,1504
OD0910,C095,P0767,24-02-2023,2145,42%,1244
OD0911,C096,P0768,14-05-2021,2354,42%,1365
OD0912,C097,P0769,16-01-2022,2214,39%,1351
OD0913,C098,P0770,26-08-2022,2145,39%,1308
OD0914,C099,P0771,16-06-2021,2235,39%,1363
OD0915,C100,P0772,07-02-2022,2354,39%,1436
OD0916,C001,P0773,21-03-2022,2345,30%,1642
OD0917,C002,P0774,19-08-2022,2214,30%,1550
OD0918,C003,P0775,19-05-2021,2145,30%,1502
OD0919,C004,P0776,23-01-2022,2365,25%,1774
OD0920,C005,P0777,03-09-2021,2541,25%,1906
OD0921,C006,P0778,24-05-2021,2145,30%,1502
OD0922,C007,P0779,02-06-2022,2214,30%,1550
OD0923,C008,P0780,03-01-2021,2354,30%,1648
OD0924,C009,P0781,15-08-2022,3452,40%,2071
OD0925,C010,P0782,17-07-2022,1452,40%,871
OD0926,C011,P0783,01-06-2021,1246,40%,748
OD0927,C012,P0784,07-09-2021,2345,40%,1407
OD0928,C013,P0785,16-02-2021,2235,40%,1341
OD0929,C014,P0786,14-07-2022,2234,40%,1340
OD0930,C015,P0787,29-11-2022,1452,45%,799
OD0931,C016,P0788,29-11-2021,2356,45%,1296
OD0932,C017,P0789,16-09-2021,2245,45%,1235
OD0933,C018,P0790,11-03-2021,2235,47%,1185
OD0934,C019,P0790,07-07-2021,965,47%,511
OD0935,C020,P0790,09-07-2022,1158,46%,625
OD0936,C021,P0790,02-08-2022,264,46%,143
OD0937,C022,P0790,22-02-2021,433,46%,234
OD0938,C023,P0790,25-10-2021,562,30%,393
OD0939,C024,P0791,01-07-2022,423,30%,296
OD0940,C025,P0792,25-03-2023,621,30%,435
OD0941,C026,P0793,09-11-2021,333,30%,233
OD0942,C027,P0794,22-05-2021,236,30%,165
OD0943,C028,P0795,23-04-2021,456,35%,296
OD0944,C029,P0796,06-02-2023,963,35%,626
OD0945,C030,P0797,24-02-2023,234,35%,152
OD0946,C031,P0798,30-06-2021,456,35%,296
OD0947,C032,P0799,07-02-2023,564,35%,367
OD0948,C033,P0800,26-04-2021,634,35%,412
OD0949,C034,P0801,15-12-2021,236,40%,142
OD0950,C035,P0802,04-05-2022,444,40%,266
OD0951,C036,P0803,15-02-2021,456,15%,388
OD0952,C037,P0804,10-06-2021,963,15%,819
OD0953,C038,P0805,29-07-2022,456,15%,388
OD0954,C039,P0806,09-02-2023,1189,34%,785
OD0955,C040,P0807,24-03-2023,1298,34%,857
OD0956,C041,P0808,17-12-2022,1456,34%,961
OD0957,C042,P0809,01-01-2022,1478,34%,975
OD0958,C043,P0810,19-07-2022,256,34%,169
OD0959,C044,P0811,19-12-2022,2698,34%,1781
OD0960,C045,P0812,27-04-2022,2364,44%,1324
OD0961,C046,P0813,25-12-2022,1236,44%,692
OD0962,C047,P0814,11-07-2022,756,44%,423
OD0963,C048,P0815,13-01-2023,326,44%,183
OD0964,C049,P0816,06-12-2022,453,44%,254
OD0965,C050,P0817,22-05-2022,326,10%,293
OD0966,C051,P0818,12-03-2022,456,10%,410
OD0967,C052,P0819,06-04-2021,675,10%,608
OD0968,C053,P0820,22-02-2022,654,30%,458
OD0969,C054,P0821,04-07-2022,654,30%,458
OD0970,C055,P0822,11-09-2021,654,30%,458
OD0971,C056,P0823,25-02-2023,654,25%,491
OD0972,C057,P0824,09-06-2022,356,25%,267
OD0973,C058,P0825,21-09-2021,686,30%,480
OD0974,C059,P0826,11-08-2022,456,30%,319
OD0975,C060,P0826,24-05-2022,516,30%,361
OD0976,C061,P0826,16-07-2022,355,40%,213
OD0977,C062,P0826,20-09-2021,465,40%,279
OD0978,C063,P0827,29-05-2022,965,40%,579
OD0979,C064,P0828,07-07-2021,1158,40%,695
OD0980,C065,P0829,04-01-2022,264,40%,158
OD0981,C066,P0830,11-04-2021,433,40%,260
OD0982,C067,P0831,13-01-2021,562,45%,309
OD0983,C068,P0832,27-03-2021,423,45%,233
OD0984,C069,P0833,17-06-2021,621,45%,342
OD0985,C070,P0834,10-09-2021,333,47%,176
OD0986,C071,P0835,14-05-2022,236,47%,125
OD0987,C072,P0836,09-02-2023,456,46%,246
OD0988,C073,P0837,22-08-2021,963,46%,520
OD0989,C074,P0838,07-04-2022,234,46%,126
OD0990,C075,P0839,02-01-2023,456,30%,319
OD0991,C076,P0840,04-09-2021,564,30%,395
OD0992,C077,P0841,02-07-2022,634,30%,444
OD0993,C078,P0842,20-02-2022,236,30%,165
OD0994,C079,P0843,27-12-2021,444,30%,311
OD0995,C080,P0844,29-06-2021,456,35%,296
OD0996,C081,P0845,02-11-2021,963,35%,626
OD0997,C082,P0846,20-02-2022,456,35%,296
OD0998,C083,P0847,01-11-2022,1189,35%,773
OD0999,C084,P0848,27-08-2021,1298,35%,844
OD1000,C085,P0849,12-04-2021,1456,35%,946
OD1001,C086,P0850,13-12-2021,1478,40%,887
OD1002,C087,P0851,22-01-2023,256,40%,154
OD1003,C088,P0852,28-11-2022,2698,15%,2293
OD1004,C089,P0853,24-09-2021,2364,15%,2009
OD1005,C090,P0854,19-03-2021,1236,15%,1051
OD1006,C091,P0855,28-03-2021,756,35%,491
OD1007,C092,P0856,17-01-2022,326,35%,212
OD1008,C093,P0857,11-01-2022,453,35%,294
OD1009,C094,P0858,04-10-2022,326,35%,212
OD1010,C095,P0859,10-12-2021,456,55%,205
OD1011,C096,P0860,20-02-2023,675,55%,304
OD1012,C097,P0861,17-08-2022,654,55%,294
OD1013,C098,P0862,25-01-2022,654,55%,294
OD1014,C099,P0863,22-10-2021,654,50%,327
OD1015,C100,P0863,18-02-2021,654,50%,327
OD1016,C001,P0863,31-03-2023,356,50%,178
OD1017,C002,P0863,04-10-2021,686,50%,343
OD1018,C003,P0863,08-10-2022,456,50%,228
OD1019,C004,P0864,03-02-2022,516,30%,361
OD1020,C005,P0865,19-10-2021,355,32%,241
OD1021,C006,P0866,05-05-2022,465,25%,349
OD1022,C007,P0867,16-03-2022,965,45%,531
OD1023,C008,P0868,20-06-2022,1158,15%,984
OD1024,C009,P0869,06-02-2023,264,33%,177
OD1025,C010,P0870,11-09-2022,433,42%,251
OD1026,C011,P0871,16-02-2021,562,42%,326
OD1027,C012,P0872,01-01-2021,423,39%,258
OD1028,C013,P0873,08-11-2022,621,39%,379
OD1029,C014,P0874,31-12-2021,333,39%,203
OD1030,C015,P0875,11-10-2021,236,39%,144
OD1031,C016,P0876,15-01-2021,456,30%,319
OD1032,C017,P0877,28-06-2022,963,30%,674
OD1033,C018,P0878,17-06-2021,234,30%,164
OD1034,C019,P0879,19-11-2022,456,25%,342
OD1035,C020,P0880,24-10-2021,564,25%,423
OD1036,C021,P0881,18-05-2021,634,30%,444
OD1037,C022,P0882,07-04-2021,236,30%,165
OD1038,C023,P0883,14-03-2021,444,30%,311
OD1039,C024,P0884,02-03-2022,456,40%,274
OD1040,C025,P0885,17-05-2021,963,40%,578
OD1041,C026,P0886,17-11-2021,456,40%,274
OD1042,C027,P0887,13-11-2022,1189,40%,713
OD1043,C028,P0888,07-09-2021,1298,40%,779
OD1044,C029,P0889,12-06-2021,1456,40%,874
OD1045,C030,P0890,15-05-2022,1478,45%,813
OD1046,C031,P0891,20-06-2022,256,45%,141
OD1047,C032,P0892,05-02-2022,2698,45%,1484
OD1048,C033,P0893,30-04-2022,2364,47%,1253
OD1049,C034,P0894,03-04-2021,1236,47%,655
OD1050,C035,P0895,20-01-2021,756,46%,408
OD1051,C036,P0896,27-11-2022,326,46%,176
OD1052,C037,P0897,07-01-2023,453,46%,245
OD1053,C038,P0898,01-07-2021,326,30%,228
OD1054,C039,P0899,22-02-2023,456,30%,319
OD1055,C040,P0900,08-12-2021,456,30%,319
OD1056,C041,P0901,25-03-2023,456,30%,319
OD1057,C042,P0902,25-09-2021,456,30%,319
